,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
"Though Chuza's wife was a devoted follower of Jesus, there's no evidence as to Chuza's belief.",0.18897611,-0.20304696,-0.0056504197,-0.41235173,-0.048012592,0.22848475,-0.46684304,0.6002514,0.23064898,0.24139294,-0.070578694,0.20018406,0.23594098,-0.36965156,-0.27970555,0.33358616,0.4428612,0.029509865,0.36815906,-0.5148056,-0.38481644,0.1504448,-0.032210924,-0.11718512,0.36679643,-0.017035639,0.09330799,-0.016865922,-0.1900105,0.06243773,-0.69075537,0.03302408,0.32185984,-0.21213098,-0.1224699,0.20272632,-0.2128408,-0.5661,-0.115519,0.004308702
"Though Epaphras is a contraction of Epaphroditus, this individual is distinct from the Epaphras mentioned in Colossians and Philemon.",0.18412812,0.0036546835,0.05290945,-0.40209,0.1369624,0.23092003,-0.3563454,0.24922314,0.15614691,0.17314605,-0.15714625,0.18325743,0.08728034,-0.33088705,-0.20085843,0.48109365,0.41855687,0.023842696,0.3031269,-0.5626098,-0.059466943,0.24119456,0.005781021,-0.18285753,0.34152016,-0.027711228,0.26002136,0.12800343,-0.10101809,0.026521755,-0.47536245,-0.10020368,0.3038177,-0.06811214,0.021374876,-0.13930847,-0.4765582,-0.58586746,-0.24903992,-0.07451934
"Though Luke's geneaology lists Adam as ""the son of God"", this is not in the biological sense of childOf",0.2386588,-0.16082835,-0.18783852,-0.366803,-0.07986253,0.17629182,-0.3416507,0.13778943,0.0137446085,0.25682124,-0.29536647,0.37769935,-0.2534987,-0.35364333,-0.4087296,0.5164735,0.3009612,0.115647376,0.4577056,-0.6571751,-0.24432501,0.14360768,0.2398061,-0.1777525,0.29030666,-0.086964265,0.108598426,0.57767045,0.06100937,0.16940707,-0.35776713,0.12567554,0.22103247,-0.1975574,-0.10418769,0.17552441,-0.3636355,-0.6577767,0.21893689,-0.04897343
"Though Paul describes Demas as ""my fellow worker"" in Philemon, later he apparently deserted him and went to Thessalonica. He was with Paul when he wrote his letter to  Philemon and the Colossians, but Paul's location when writing them is uncertain. ",0.14474714,-0.08532261,-0.055510174,-0.41753393,0.113349155,0.16863918,-0.3295276,0.38057262,0.27234805,0.33311698,-0.17644395,0.18915021,0.02432616,-0.42303133,-0.04455506,0.36702892,0.24782759,0.08138827,0.23314407,-0.6120677,-0.0750251,0.15706116,0.21068624,-0.089830056,0.37102744,-0.05577464,0.3065811,-0.023612447,0.42046633,0.07910673,-0.537102,-0.16162029,0.36532965,-0.20597996,0.08366874,-0.10529293,-0.48322168,-0.5514429,-0.20348819,-0.0053684255
"Though in its original Old Testament context Magog  referred to a region, its New Testament usage seems to describe a group of people. ",-0.35057017,0.019290082,0.04640915,-0.32891062,0.3095672,0.086743906,-0.3321532,0.765673,0.3283212,0.24717762,-0.19090578,0.0611858,0.026970005,-0.44283593,-0.40848583,0.54376775,0.29449427,-0.015544893,0.037044108,-0.4324464,-0.33734208,0.21977103,0.32049927,-0.09510719,0.09865705,0.06762336,0.044543866,0.0017885342,0.21483132,-0.024756394,-0.46615615,-0.36182302,0.32176816,-0.43483704,0.18031107,-0.0049533932,-0.3287819,-0.51055473,0.017485077,-0.011018965
"Though nothing else is recorded about Dionysius, the exclusivity and prestige of the Areopagus makes his descriptive surname significant. ",0.26183268,0.08656654,-0.27894995,-0.32541114,0.3739278,0.15595765,-0.1327412,0.5918162,0.14013234,0.2943,-0.049757075,0.14872977,0.017668838,-0.35051998,-0.25525317,0.34442082,0.13256343,-0.046829738,0.18639848,-0.490396,-0.37238586,0.18600763,0.077538215,-0.16275346,0.2541678,-0.065057285,0.3408014,-0.075715594,0.07826831,0.09634506,-0.5423616,-0.3716899,0.2793377,-0.42532185,0.031570725,-0.05628353,-0.6049526,-0.535696,-0.13694134,-0.0905776
Thyatira,-0.21096972,0.030276598,-0.05868617,-0.12298287,0.2833123,0.3626939,-0.10551356,-0.009883518,0.3076115,0.22231203,-0.09268267,0.54336625,0.05462542,-0.27457672,-0.21278514,0.54846686,0.16917071,0.1077873,0.48662707,-0.4428962,-0.1511311,0.1128018,0.13457942,-0.17816424,0.19140778,-0.0017583967,0.35329068,0.20026,0.59653425,0.23920418,-0.16713002,-0.10786011,0.21946335,-0.40153342,0.15133385,0.09247249,-0.17820443,-0.57492256,-0.20528993,0.043321073
Tiberias,0.09122573,0.091772646,0.025323734,-0.17743461,0.10998199,0.32593742,-0.3694773,-0.38918382,0.3647458,0.1715099,0.019528285,0.0019166585,0.22247984,-0.5676954,-0.34242854,0.1866873,0.12949851,0.16081762,0.45831302,-0.33095774,-0.16514741,0.17742942,0.0846078,-0.19546579,0.27661774,0.10618549,0.30806348,0.24685939,0.16512127,0.10913691,-0.2817535,-0.10627465,0.22841862,-0.2833813,0.101419896,0.16055043,-0.40449446,-0.65676093,-0.2079362,-0.02508078
"Tiberias was built by Herod Antipas, the tetrarch of Galilee, as his capital. ",-0.058191583,0.05506842,0.0863663,-0.32382566,-0.016700791,0.19802822,-0.3476571,-0.22790012,0.17260055,0.33423275,-0.13229802,0.26690584,0.03973671,-0.4420332,-0.3916707,0.044291236,0.12583594,0.022423776,0.51353896,-0.38511196,-0.09030903,0.15663676,0.01653051,-0.22881708,0.44011432,0.04818793,0.19982004,0.28108078,0.015774252,0.06686123,-0.5943813,-0.120752715,0.3466244,-0.39805058,0.19699225,0.40128994,-0.40996215,-0.666413,-0.20050853,-0.109478764
Tiberius Caesar,-0.057658534,0.34005654,-0.2945216,-0.20842487,0.07859651,0.3766359,-0.5082059,0.3094162,0.18164536,0.34328112,-0.04322601,0.19325848,0.08191256,-0.48489413,-0.3240631,0.58145994,0.20466094,0.0686589,0.304826,-0.55157316,-0.30246294,0.21594743,0.11174765,-0.082459174,0.1239295,0.030871363,0.09396103,-0.014589085,-0.021926912,0.085436575,-0.36074835,-0.004448845,0.23339538,0.10845522,0.05237119,0.14062047,0.13973445,-0.4534525,-0.26833543,-0.15927441
Timaeus,0.09116077,0.37483045,-0.18486036,-0.19354856,-0.0077739162,0.36992687,-0.4298005,0.18705638,0.053231694,0.034164365,0.0013040063,0.16376358,0.09744036,-0.22109973,-0.0662844,0.32653493,0.20719454,0.18981023,0.26602516,-0.591178,-0.3651781,0.13672481,0.2634111,-0.46486452,0.16150087,-0.034072205,0.13213159,0.09835549,0.25823507,0.16779512,-0.32490563,-0.31138358,0.21017459,-0.035840683,0.13787608,0.20258097,-0.26580685,-0.604598,-0.20110895,-0.013095347
Timon,0.11515979,0.20226958,-0.21883875,-0.29764774,-0.17717564,0.33003968,-0.3253668,0.11108493,-0.015161338,0.19033228,-0.007477021,0.09382816,0.063748166,-0.52972615,-0.3728153,0.3551396,0.14338642,0.1780654,0.19491757,-0.39071617,-0.5249898,0.22872128,0.21435824,-0.02391468,0.1862272,0.06381004,0.18039018,0.07476938,0.12174439,0.12572604,-0.43985245,-0.14093547,0.24295004,-0.008103954,0.116372205,0.3704507,-0.23991601,-0.4411764,-0.24436142,0.0040912516
Timothy,0.12333365,-0.041022334,-0.02387989,-0.24923207,-0.13186145,0.3242388,-0.47040036,0.14140195,0.2913076,0.17822035,-0.12062251,0.18769836,0.14439417,-0.3881113,-0.39748305,0.7964428,0.16148609,-0.07138857,0.5379207,-0.44440496,-0.039081335,0.1845873,0.1546081,-0.27214321,0.1644333,-0.0024745173,0.21745671,0.031798966,0.13022181,0.23460002,-0.2617148,0.31336603,0.3933434,-0.49646348,0.004292359,0.19201306,-0.36836696,-0.42316464,0.01669201,0.3619911
"Timothy's residence in Corinth follows from the close of Paul's letter to the Romans, assumed to have been written from Corinth. ",-0.18313105,0.06953081,0.02426557,-0.2046424,0.61232847,0.10247496,-0.49616167,0.18852161,0.19716492,0.22410628,-0.24177194,0.11008843,-0.025904017,-0.42121172,-0.40128967,0.6424378,0.29648334,-0.008746759,0.3470554,-0.47743008,-0.110180624,0.28567246,-0.011787553,-0.186071,-0.038930014,-0.06242204,0.25800014,-0.034665763,0.13691445,0.10228597,-0.51923925,0.18267807,0.34502774,-0.43654498,0.07565093,-0.022424378,-0.38708422,-0.5474918,0.04710548,0.2264742
Titius,-0.08720618,0.030443318,-0.26505435,-0.10433826,0.2188418,0.38216558,-0.40202326,0.05406014,0.28331304,0.18696922,0.032718346,0.13185197,0.014413427,-0.44212958,-0.47696438,0.6106379,0.19498277,0.018655056,0.18672483,-0.39186117,-0.3995922,0.15371116,0.16297914,-0.22234924,0.2179484,-0.01569964,0.2492047,0.082703404,0.16490056,0.16824687,-0.4394061,0.22122769,0.2584783,-0.08814342,0.021809677,0.033313923,-0.60687023,-0.4359311,0.05398414,0.1390484
Titus,0.18217133,0.21123305,-0.22937873,-0.31006175,-0.2855245,0.38563523,-0.20170446,0.1705691,0.29849392,0.20083751,0.06533028,0.18945949,0.09819463,-0.6525299,-0.20816484,0.39456454,0.19590843,0.046094615,0.28708962,-0.4490527,-0.3613774,0.19099662,0.2160385,-0.12522225,0.16649163,0.02131076,0.3053699,-0.0018827206,0.045827057,0.11736722,-0.26487902,-0.07921959,0.25264367,-0.06158174,0.19642383,0.17527634,-0.52475196,-0.45859665,-0.14256173,0.038298607
Trachonitis,0.1582134,0.14220153,-0.24237195,-0.21455477,-0.21620513,0.36202395,-0.26841933,0.43669677,0.23478574,0.30532107,0.076703124,0.23752004,0.022117224,-0.012500037,-0.28602797,0.58116686,0.17795327,0.07501823,0.304138,-0.43504596,-0.24257754,0.27594572,0.1885317,-0.1785389,0.10544757,0.061887734,0.13241436,0.052049804,0.052026097,0.17352416,-0.39699054,-0.36110368,0.28850934,-0.18632302,0.012274895,0.3916137,-0.1292687,-0.48629913,-0.082848035,0.05244136
Tribe,0.26675555,0.09834396,-0.34472173,-0.28566715,0.33700216,0.30349067,-0.3139882,0.13272357,0.07468453,0.0064815837,0.0067783557,0.3209402,0.013819007,-0.16457912,-0.64321434,0.22115122,0.172748,0.19962028,-0.06713944,-0.5184765,-0.27635896,0.16703208,0.33711505,0.042533286,0.23296623,0.044130713,0.2208652,0.16369435,0.21755861,0.17010666,-0.5873672,0.07485768,0.28792796,-0.16281651,-0.0758754,0.07384898,-0.41730502,-0.45042056,-0.45836073,0.10356539
Troas,0.034521982,-0.005626247,-0.0376408,-0.0492331,-0.07185156,0.34052125,-0.5555553,-0.23874891,0.033273224,0.36141312,0.06470187,0.25402147,0.07329459,-0.14139245,-0.5678789,0.49299827,0.16474174,-0.04287531,0.48902178,-0.48235252,-0.2300779,0.19251971,0.03666503,-0.03788116,0.13242273,0.1467496,0.020519538,0.22167364,0.11333237,0.1816268,-0.46204236,-0.051126096,0.27922258,-0.28677475,-0.05031088,0.14952947,-0.2919872,-0.5209469,-0.09551369,0.059877172
Trophimus,0.296525,-0.10258315,-0.118366845,-0.1862971,-0.18744166,0.3282737,-0.3662356,0.1596588,0.046532862,0.30938455,0.07236146,0.16184093,0.10149333,-0.16543277,-0.5691458,0.63892514,0.16107924,-0.11604724,0.64372176,-0.71203554,-0.15727991,0.26281038,0.21310076,0.120559596,0.23351763,0.08128978,0.20244826,-0.07618079,0.041826986,0.19293813,-0.36900088,-0.067654565,0.23394577,-0.26618788,-0.029547254,0.272183,-0.45911494,-0.43672326,0.2049056,0.027112162
Tryphaena,-0.09869161,0.25742853,-0.12807043,-0.37086496,0.25404826,0.3489542,-0.46676442,-0.08296089,0.40347618,0.23150739,-0.07165994,0.12213325,0.212656,-0.5350607,-0.19106232,0.6323041,0.11809177,0.034752615,0.0992737,-0.2693289,-0.057030432,0.28472966,0.14547725,0.01059995,0.318117,0.061042883,0.17810597,0.13966693,0.1483983,0.099836886,-0.31166986,-0.06895682,0.28488255,-0.10425646,0.06861673,0.27099022,-0.22575295,-0.39962393,-0.3937697,0.32754087
Tryphosa,-0.14054081,0.36670238,-0.17661251,-0.31232923,0.14631835,0.2603244,-0.44853988,-0.051389396,0.43753543,0.25355297,-0.035444893,0.0229459,0.29831898,-0.7030296,-0.17247361,0.78259355,0.15093108,0.06552927,0.07159598,-0.2547153,-0.14476027,0.16539434,0.04733731,0.053309083,0.33636773,0.14341003,0.14413567,0.1085093,0.103268325,0.14348331,-0.28960812,0.012265327,0.32380933,-0.1622591,-0.00090967247,0.39904386,-0.39408445,-0.5481697,-0.34096715,0.28731945
Tychicus,0.2953931,-0.10130764,-0.13661146,-0.21642534,0.016715085,0.30843532,-0.4782383,0.2507579,0.12424729,0.3079246,-0.05309933,0.029285342,0.047562703,-0.3063756,-0.43853053,0.66796684,0.15138365,-0.08952489,0.4761045,-0.60477734,-0.23967125,0.10577215,0.028985564,-0.010790359,0.105041586,0.11433486,0.20857197,-0.08059675,-0.07473902,0.17483136,-0.33340523,-0.2196163,0.2700722,-0.38945222,0.12104675,0.19208732,-0.2253534,-0.39383408,0.14230405,-0.075120024
Tyrannus,0.20815387,0.19324593,-0.2518278,-0.16148259,-0.20297986,0.33451253,-0.33190593,-0.017928328,0.11188642,0.28145683,0.08653444,0.09786949,0.023372024,-0.041100036,-0.2826083,0.4667363,0.16077775,-0.0048472015,0.26348394,-0.52175546,-0.26522106,0.22460876,0.2181837,-0.1429228,0.13867941,0.023007121,0.26261294,0.11379623,-0.11545683,0.20576435,-0.38700277,-0.20137882,0.32422644,-0.1840097,0.08136198,0.25270543,-0.30756342,-0.43982145,-0.046770893,0.0018214466
Tyre,0.043169763,0.12644705,-0.09788319,-0.2582094,0.23115486,0.37161523,-0.12786806,0.14614195,0.39178008,0.32003778,-0.08783423,-0.05749901,-0.039030246,-0.674824,-0.25832254,0.49639738,0.17448702,0.13887687,0.6874413,-0.3530914,-0.0015763062,0.12368305,0.038333483,-0.14518754,0.20143533,-0.009090725,0.23792098,0.07157681,-0.060067218,0.1963846,-0.19739977,-0.31335327,0.16996,-0.24891704,0.12706643,0.20578475,-0.42985576,-0.61829597,-0.08825825,-0.18206042
Urbanus,0.18818158,0.14386831,-0.1791448,-0.3297054,-0.17537774,0.33761162,-0.354341,0.2017298,0.3303007,0.195287,0.0015173911,-0.10975839,0.24958923,-0.8318417,-0.15023428,0.56470233,0.20784631,0.097960085,0.19305018,-0.43677786,-0.19651149,0.3323246,0.11081957,0.0027169825,0.22295175,0.04655196,0.24406728,-0.056899574,-0.15196683,0.15964171,-0.3792412,-0.18628089,0.27476686,-0.24877273,0.12437082,0.2717852,-0.35835373,-0.4790459,-0.3138906,0.17748235
Uriah,0.21758735,-0.21919982,-0.032980423,-0.26537174,-0.24678306,0.3608062,-0.5054357,0.1995609,0.0848276,0.27596006,-0.04056832,0.40955082,0.36716282,-0.12834327,-0.2472613,0.25692415,0.23930106,0.10499317,0.41364178,-0.57474744,-0.003242936,0.11316911,0.16465539,-0.010694263,0.11748919,-0.00029642566,0.052809883,0.007819043,0.5328951,0.2578077,-0.16799384,-0.37485528,0.26451793,-0.5289421,0.12590462,0.3372089,-0.41374525,-0.51404625,0.082615085,-0.077681616
Uzziah,0.24128397,0.09107756,-0.3850575,-0.14792468,-0.09260289,0.3638749,-0.5333271,0.26749846,-0.1352807,0.30583426,0.022781337,0.22898403,0.29938203,0.08792361,-0.2097564,0.14520854,0.19153728,0.010630213,0.34326664,-0.511247,-0.3014029,0.12391097,0.26652294,-0.26178142,0.11259963,-0.018859511,-0.04385298,0.11509627,0.48707774,0.24048913,-0.5507525,0.031606987,0.3991899,-0.16529873,0.22766116,0.36670178,-0.25489518,-0.4400317,-0.076358445,0.10746058
Valley is just outside the walls of Jerusalem,-0.19906096,0.20783085,0.11209061,-0.35311773,0.61129814,0.1650442,-0.09262632,0.81858873,0.29565725,0.39853185,-0.02910107,0.20748895,0.04801053,-0.38909686,-0.25781986,0.31267297,0.094012834,-0.109019406,0.16589977,-0.45941165,-0.22447872,0.31773943,0.16717169,-0.1560074,0.11383827,-0.03320138,0.3123313,-0.0050866078,-0.07752429,0.045734942,-0.48584533,-0.35346934,0.3304374,-0.43679383,0.13229005,0.07286965,-0.1515065,-0.53414947,-0.38601953,-0.08056396
Water Area,0.23210427,0.023244005,-0.24684824,-0.09697596,0.3934017,0.24874185,-0.5171031,0.09525523,0.27671865,0.30055383,-0.18169713,0.27097553,0.09758864,-0.53234583,-0.43618646,0.1494336,0.12898408,0.16898108,0.34386835,-0.39235207,-0.20245972,0.27418292,0.2723988,-0.018990159,0.29360837,0.09193204,-0.009614556,0.11017243,-0.086698316,0.19954476,-0.2271198,-0.51285654,0.28799477,-0.53158057,0.24837802,0.34778315,-0.301912,-0.39112312,-0.033712838,-0.03614064
Woman,0.37526342,0.026602654,-0.06637656,-0.16227642,0.21086182,0.34776706,-0.22829428,0.09057973,0.29945922,0.049975235,-0.21212707,0.18188602,-0.003961573,-0.48054883,-0.68114465,0.41689312,0.13964863,0.14903957,0.56783545,-0.5391313,-0.033839554,0.14603592,0.289005,-0.367126,0.5287749,-0.061336156,0.032391835,0.12752588,0.35110024,0.17931695,-0.023355024,-0.42922395,0.12859479,-0.27424827,-0.095354095,0.2746351,0.092736706,-0.53795135,-0.14125347,0.100179255
"Wordnet: ""a land mass that projects well above its surroundings; higher than a hill. """,-0.093212225,0.11411385,-0.46359354,-0.26148823,-0.2554794,0.1058826,-0.1993015,-0.21348922,0.15728705,0.31582585,-0.01948915,0.29000756,0.005503558,-0.5067896,-0.29206836,0.35491395,-0.024224833,-0.08627017,0.11258415,-0.5289957,-0.39574543,0.2738658,0.2761625,-0.27591294,0.26040754,0.12491466,0.1869244,0.17262109,0.014218563,0.096214,-0.76206726,0.112971894,0.41795677,-0.32451215,0.19725221,0.2655125,-0.243627,-0.57212126,-0.1239478,0.027902927
XMLSchema#boolean,-0.11850662,-0.20153737,-0.4520492,-0.30869895,0.26547134,0.35647908,-0.26605746,0.34297925,0.18633315,0.20109753,-0.29367402,0.3496883,0.10270334,-0.21184604,-0.39148507,0.39420405,0.20082253,0.23727144,0.4690501,-0.4181419,0.20072447,0.35469544,0.19301109,0.005922094,0.14640358,0.047257718,0.0029968796,0.0073444988,0.23181862,0.30956966,-0.5897584,-0.1927899,0.15301315,-0.00682456,0.06619818,0.12166799,-0.33629265,-0.2645342,-0.114125974,-0.025317894
XMLSchema#double,-0.012497527,-0.31577438,-0.5904363,-0.6272643,0.15793666,0.44346416,-0.41432494,0.2931136,0.14175859,0.12604754,-0.2588776,0.27949485,0.27249822,-0.3275548,-0.43261907,0.65318054,0.072636686,0.094503425,0.1991385,-0.4369968,0.4016518,0.52474546,0.19055302,-0.045962777,-0.022631777,-0.00036668417,-0.019097442,0.037398465,0.06799108,0.34159556,-0.7101963,-0.34316033,0.1589447,-0.015900083,0.16845709,0.04527949,-0.2641012,-0.26927722,-0.18953662,-0.28274286
XMLSchema#int,-0.05162013,-0.21282488,-0.384804,-0.24295303,0.31836367,0.39267704,-0.42177764,0.8438363,0.16955417,0.19916669,-0.2332489,0.21315394,0.15361154,-0.3677252,-0.19032687,0.31554097,0.16556306,-0.025069805,0.37339997,-0.5771124,0.3081934,0.3304688,0.2514645,-0.0932143,0.07412693,0.03318903,0.2277712,-0.0593828,0.08759476,0.2772485,-0.59296834,-0.21401203,0.28813675,-0.02757423,0.11085342,0.12362515,-0.23637997,-0.23157498,-0.21066502,-0.14993155
XMLSchema#string,-0.22368681,-0.21489571,-0.70497674,-0.36234868,0.44023708,0.3809818,-0.6981172,-0.5256316,0.1969257,0.05751461,-0.40405712,0.34140295,0.07736437,-0.27959,-0.39151263,0.5248456,0.022608045,0.39611533,0.4446982,-0.5214628,0.61503077,0.53104025,0.14439976,-0.009645739,0.15298253,0.15281172,0.07486189,0.17871778,0.48625764,0.24952172,-0.6468188,-0.2639135,0.25259793,0.12318933,-0.13974324,0.34761354,-0.5409243,-0.121060684,-0.26597348,-0.25025418
Zacchaeus,0.09062557,0.10749426,-0.21049719,-0.15590532,-0.12284961,0.30222782,-0.5263726,0.16546863,0.49284813,0.20493777,0.02941185,0.05704553,0.12293701,-0.6163834,-0.39865595,0.3701245,0.18633045,0.11152473,0.26230913,-0.35958844,-0.4075125,0.23093258,0.21480858,-0.14739108,0.16822879,0.070875935,0.0037921509,0.08840022,0.38582903,0.10906744,-0.3772752,-0.42148927,0.28500515,0.025630472,0.051989537,0.27798116,-0.34532315,-0.46820286,-0.08593539,0.07981946
"Zacharias, father of John the Baptist, was a descendant of Abijah.",0.045237806,-0.055231024,-0.14306799,-0.3801878,0.27988523,0.23238441,-0.44957426,0.4552205,0.1587419,0.2671144,-0.07540669,0.26499566,0.21706969,-0.32203272,-0.21477993,0.36266744,0.44917855,0.030476976,0.29801932,-0.47594064,-0.47197375,0.25563186,-0.045055687,-0.14957613,0.2273108,-0.0924904,0.1588625,0.012431608,-0.36657768,0.064139456,-0.52141434,-0.0036081013,0.28232187,-0.26842302,-0.035560932,0.033314012,-0.29049122,-0.48034763,-0.15299545,0.034467075
Zadok,0.052232668,0.08249278,-0.11111026,-0.14605834,-0.07209442,0.3337251,-0.40531978,-0.09319248,0.035136838,0.30193272,-0.06833104,0.25035506,0.07145599,-0.6994408,-0.21570203,0.25370064,0.14120622,-0.006118944,0.3863376,-0.502928,-0.43866575,0.1190119,0.16010298,-0.3663001,0.19460267,0.06157654,0.12351112,0.18078588,-0.11512812,0.14206132,-0.29811844,0.16473962,0.32739854,-0.35892212,-0.03685765,0.29445857,-0.3899845,-0.45845714,-0.16202955,-0.04885642
Zarephath,-0.097978815,-0.16171022,-0.120050825,-0.38578656,0.15785114,0.36263043,-0.3001013,0.6457898,0.43055844,0.24757025,-0.024274856,-0.07788084,0.05489143,-0.60290444,-0.4837078,0.45719317,0.12878215,0.037543505,0.6297713,-0.26300803,-0.16101383,0.10140782,0.072012424,-0.12797076,0.19630848,-0.0028384954,0.20282713,-0.13159357,0.17788398,0.25836965,-0.27514288,-0.27618647,0.21035953,-0.25631714,0.024282668,0.19895658,-0.30880672,-0.51704174,-0.09350704,0.085038364
Zealot,0.030424522,0.23198393,-0.27897713,-0.3314162,-0.2045262,0.37367058,-0.34787843,0.50281626,0.5263902,0.16066298,-0.06464177,-0.08875945,0.22783841,-0.23623094,-0.2482593,0.3846083,0.15919542,0.10385911,0.3380343,-0.33586922,-0.14486828,0.17658594,0.14642505,-0.1795468,0.13746293,-0.010343086,0.2142683,-0.053850506,0.3255638,0.18835546,-0.19053684,-0.23639347,0.2629293,-0.13158378,0.16271977,0.32708827,-0.40318117,-0.4951445,-0.134595,0.15521792
Zebedee,0.1483685,0.19273706,-0.071238495,-0.14407925,0.37761128,0.3196479,-0.55103594,0.47365537,0.083724044,0.21494052,0.010311289,0.15731466,-0.033632744,-0.31198174,-0.2827508,0.31806085,0.13489197,0.098031186,0.4677495,-0.5700577,-0.3615877,0.15849596,0.17488185,-0.052995406,0.33682376,-0.06285209,0.1260761,0.021122912,0.43442962,0.21097177,-0.21488203,0.039127585,0.27005678,-0.46587497,0.15390639,-0.07226253,-0.4136751,-0.48616505,0.07989147,0.005322691
Zebulun,0.065789215,0.38788944,-0.04091753,-0.13013847,-0.28014448,0.35211706,-0.2083239,-0.26426595,0.27247977,0.2332671,0.0145349605,0.16932453,0.19701287,-0.207484,-0.14228827,0.4091766,0.10392172,0.22735718,0.15505402,-0.6147678,-0.26273996,0.35745463,0.24563697,-0.16531791,0.2523428,-0.059243754,0.35148987,0.27233952,0.20625487,0.11725943,-0.5461898,0.21962301,0.3595515,-0.16397509,0.2982516,-0.02132483,-0.23926525,-0.6263053,-0.37294245,-0.12176111
Zechariah,0.1301848,0.1688548,-0.14251254,-0.11572853,-0.36624068,0.2991262,-0.20257537,-0.23283568,-0.16462183,0.18845947,0.019711964,0.20435163,0.056974918,0.054906737,-0.32827476,0.56999505,0.2169665,0.016443348,0.823526,-0.5970914,-0.2878374,0.16214216,0.22946632,-0.4115679,0.17010564,0.0044419924,0.1920344,0.11239473,0.057434235,0.20902176,-0.505786,0.36890393,0.30958584,-0.5218809,-0.057756282,0.06837892,-0.4158687,-0.5264172,0.14306068,0.06334602
Zenas,0.06978637,0.24232696,-0.16854142,-0.184146,-0.13624892,0.33371133,-0.4163638,0.24630277,0.45512962,0.11439189,0.0077938046,0.228436,0.056820866,-0.26277784,-0.055220317,0.41054887,0.2298558,0.12989956,0.370067,-0.39619303,-0.268108,0.32084793,0.13285233,-0.10374364,0.10408757,-0.07034386,0.28835884,-0.10613984,0.21157208,0.15228847,-0.3005197,-0.27792096,0.21490751,-0.05713977,0.29555675,0.2482076,-0.37098572,-0.53196585,-0.15422371,0.17674819
Zerah,0.27975821,-0.0022876256,-0.18743554,-0.21905512,-0.18104008,0.32310745,-0.49174166,0.31549084,0.011351466,0.25677732,-0.04346721,0.24591531,0.16638109,-0.21741125,-0.1769932,0.25830168,0.21422473,-0.032363705,0.6201038,-0.64245224,-0.1490907,0.20116735,0.35484493,-0.104361825,0.07365676,-0.036766194,0.17952906,0.04720049,0.03148687,0.16180025,-0.3969206,0.21288571,0.31740937,0.00805654,0.053464998,0.37940562,-0.28702122,-0.4532371,0.1552751,0.012299101
Zerubbabel,-0.111872554,0.044290204,-0.18138671,-0.17377038,0.05846203,0.2784845,-0.38196072,0.33550012,0.22411396,0.27090338,-0.18101531,0.28448084,0.12415565,-0.0589464,-0.2697949,0.18912934,0.11200955,0.19397046,0.34823307,-0.70706564,-0.45726696,0.23299505,0.13837935,0.12080512,0.19778503,0.06984668,0.0009809165,0.009997575,0.37762588,0.21261266,-0.36419836,-0.101542585,0.38723287,-0.39526206,0.010277362,0.3025157,-0.26189068,-0.58015513,-0.21707097,0.030172046
Zeus,-0.02673056,0.025898255,-0.16652268,-0.20609742,-0.08476964,0.31548053,-0.11711119,0.33327976,0.40044922,0.28986436,0.032278873,0.05167772,0.24161738,0.0010056563,-0.47788197,0.2517186,0.18657069,0.013464619,0.2847613,-0.31039357,-0.009375157,0.21165721,0.17376825,-0.20120548,0.114969596,0.01936919,0.33286378,0.098775245,0.34013325,0.1376354,-0.3833735,0.023549333,0.42780024,-0.41147822,0.12157084,0.41458526,-0.23849398,-0.54620844,-0.04116746,0.29684862
Zion,-0.0949179,0.03689838,-0.0069105043,-0.27482054,0.5199689,0.3568854,-0.25509265,0.43506816,0.4539653,0.2688502,-0.010768103,-0.029759802,0.03322097,-0.080159314,-0.31865495,0.36653373,0.18665278,0.04673901,0.32406285,-0.445178,-0.46707225,0.24645326,0.11858753,-0.3052131,0.21498969,-0.015911005,0.2938212,0.012941389,0.5062096,0.21167003,-0.4246279,0.21842322,0.27691242,-0.204067,0.12191439,0.16325372,-0.25904223,-0.44833067,-0.30741167,0.019281678
a  judge of Israel prior to the monarchy,0.1183963,0.13163748,-0.1061658,-0.32014433,0.32832283,0.40650645,-0.40906236,0.30143735,0.69196516,0.3308903,-0.10245816,0.09289682,0.085937016,-0.37434465,-0.17448947,0.111748286,0.13427326,0.014443746,0.12915152,-0.50338954,-0.29775158,0.06394011,0.08373799,-0.07886298,0.25728497,0.004689405,0.09850872,-0.05247596,0.12596953,0.31402123,-0.32993817,-0.1386906,0.45896155,-0.6343344,0.073380604,0.28914255,-0.2079094,-0.32284713,-0.11653168,0.10895665
"a ""kinsman"" and fellow prisoner of Paul",-0.21144114,0.118143685,-0.1594788,-0.28144467,0.016160835,0.33602402,-0.36861593,0.0024674952,0.24933417,0.27902192,-0.023766588,-0.052440953,0.15720385,-0.48139995,-0.38434476,0.48061323,0.119579025,-0.041719165,0.04648625,-0.35567573,-0.43333304,0.23470332,0.08140197,-0.13984819,0.2572532,-0.043130238,0.13214594,-0.052669577,0.08998294,0.30598333,-0.487649,-0.038688093,0.37828833,-0.07526188,-0.22191846,0.10199552,-0.2136393,-0.3304994,-0.32185575,0.1459421
